45	1
6	16
5	6
14	8
38	5
17	7
40	10
34	18
4	16
43	8
37	15
47	4
18	24
27	5
40	1
18	36
5	37
45	7
11	11
32	5
23	23
25	14
8	13
11	40
18	32
50	10
14	13
0	43
35	4
48	12
1	37
10	4
32	12
48	9
39	20
23	25
20	31
3	48
46	6
27	32
8	36
21	29
37	2
7	50
44	8
21	24
51	9
49	6
39	16
51	10
35	5
23	37
12	49
47	7
11	26
10	36
25	3
45	13
17	18
6	4
36	5
43	1
27	1
13	39
24	5
4	21
1	5
31	22
21	36
12	30
47	2
41	19
49	10
25	28
9	48
5	44
17	16
5	52
29	9
4	23
2	50
27	35
29	30
6	29
46	14
17	29
31	19
6	35
23	13
24	8
15	12
43	2
26	19
51	1
26	29
5	15
49	8
1	63
16	20
8	43
5	54
34	20
20	42
2	40
9	13
27	36
42	13
1	61
22	20
24	38
35	16
15	36
6	17
8	40
0	37
32	15
17	39
15	15
35	1
14	41
62	0
54	8
32	8
19	43
3	4
50	5
54	2
55	1
1	54
29	3
5	48
7	46
9	17
29	21
4	53
41	9
40	7
46	11
27	15
43	17
7	25
22	30
30	29
20	0
23	34
23	31
9	56
9	0
45	21
34	15
1	9
46	12
31	5
14	18
15	28
18	3
12	15
3	45
16	47
34	9
13	32
61	5
5	7
44	11
14	43
49	16
1	32
41	8
4	2
39	22
16	2
26	22
17	33
22	6
53	4
37	28
1	42
49	2
15	23
10	17
13	17
2	39
9	34
34	31
43	24
47	15
45	10
55	5
31	2
61	2
12	27
52	10
52	5
12	8
22	10
22	46
15	4
38	11
24	44
25	37
7	28
1	43
41	27
28	30
51	8
11	34
0	32
50	17
12	46
38	21
42	24
44	23
28	1
23	17
20	3
40	21
28	16
58	7
17	44
21	13
28	13
59	9
26	30
13	2
18	7
20	37
25	38
5	38
39	23
58	3
6	30
18	0
0	57
45	12
5	22
16	50
36	18
23	21
30	37
53	11
13	30
54	9
21	32
35	0
15	18
48	13
33	16
31	38
18	6
54	1
34	6
46	7
21	4
29	7
15	45
32	26
43	18
14	23
18	42
11	55
20	12
22	18
45	15
23	32
11	50
50	3
52	11
19	39
47	3
6	18
2	1
9	35
3	54
2	37
14	55
28	20
19	46
21	20
2	28
33	26
12	48
51	4
52	18
0	55
57	1
47	22
52	13
46	15
54	17
4	51
12	51
39	11
13	45
21	50
19	34
7	26
20	43
26	40
14	24
39	28
41	16
42	23
48	3
47	20
33	40
36	10
41	21
2	31
12	44
34	1
28	41
24	28
34	7
50	19
54	0
17	27
15	26
38	31
33	20
25	34
33	0
37	23
40	22
29	22
19	41
15	10
42	32
24	33
32	36
42	9
35	24
12	25
37	1
36	37
23	14
15	38
41	2
9	12
27	23
16	19
53	6
31	25
47	19
36	7
3	61
34	2
34	3
53	21
19	29
50	8
12	43
21	44
5	11
22	50
19	30
32	20
15	6
11	56
15	57
10	41
22	51
19	44
33	22
40	4
5	61
51	3
37	6
17	53
52	0
16	38
14	47
23	6
21	30
19	45
32	42
32	38
34	21
7	55
4	59
2	61
20	51
27	6
25	9
29	41
3	21
29	28
13	4
7	59
39	29
11	6
21	25
32	44
18	33
7	7
9	28
47	17
17	2
17	51
11	54
60	6
19	28
25	12
54	16
9	7
38	18
17	9
33	30
4	44
26	16
26	41
36	16
49	14
14	46
12	60
19	37
42	30
31	37
7	1
16	13
22	11
48	14
41	1
31	30
59	16
29	1
24	36
30	45
25	2
3	51
35	42
50	12
17	49
45	29
38	19
32	29
32	24
63	10
13	62
4	37
61	1
6	46
45	28
38	8
59	5
17	32
11	16
51	18
16	39
45	33
1	15
0	23
24	45
37	4
26	32
9	15
20	36
2	57
35	23
56	4
14	20
55	16
12	16
17	40
9	46
56	3
14	51
3	9
19	58
48	15
14	42
6	37
16	53
12	35
58	19
10	20
4	35
11	32
18	27
1	23
44	34
46	10
10	40
57	9
32	11
32	0
13	40
16	14
54	25
34	39
19	60
15	56
10	28
31	17
24	48
45	17
2	25
14	39
30	12
51	16
32	39
25	6
53	5
6	63
43	30
15	21
20	56
12	14
36	43
27	26
10	27
39	21
44	22
6	12
0	31
38	24
41	6
7	35
61	8
0	40
46	2
1	22
30	3
52	23
17	35
10	57
31	43
42	15
9	61
24	57
23	39
21	47
24	7
22	47
1	57
15	49
38	7
46	0
48	23
0	53
13	54
26	36
46	32
37	9
12	47
36	9
35	46
35	28
13	58
22	55
4	30
58	20
38	39
33	44
29	25
19	4
42	39
46	1
16	3
62	6
8	53
32	13
26	25
46	23
17	62
1	44
2	55
57	14
12	33
21	2
5	25
56	18
15	31
30	7
28	35
17	31
14	44
1	36
22	38
46	8
33	42
14	53
20	47
25	52
10	16
20	25
30	18
31	44
56	6
45	14
31	28
63	11
6	41
4	17
52	12
41	33
20	52
22	33
15	63
34	19
12	55
20	30
52	4
19	54
47	23
1	21
23	55
61	19
33	46
36	27
3	37
35	32
49	7
28	21
22	14
15	5
35	25
45	23
21	40
63	18
7	49
40	14
62	17
26	48
39	35
30	1
35	3
16	6
23	27
56	20
60	10
9	59
56	1
9	25
41	11
43	19
57	0
41	7
33	34
18	49
38	41
27	11
42	12
11	23
22	35
61	3
18	39
22	21
50	2
7	56
63	6
28	42
51	13
36	6
3	55
62	2
10	35
29	51
39	19
47	36
58	11
52	30
20	2
18	26
59	24
19	23
2	47
2	59
23	10
29	43
26	58
5	34
28	22
41	37
10	25
35	29
11	60
31	55
24	56
57	3
15	59
37	49
54	3
54	18
8	18
44	13
11	35
25	59
38	48
27	41
35	30
23	33
40	6
58	4
50	7
37	38
32	51
41	45
22	12
6	11
22	54
31	15
54	28
0	39
31	48
56	22
41	36
56	16
36	1
30	8
15	32
60	26
56	11
14	52
26	28
13	47
48	37
31	1
7	17
31	20
12	5
11	8
33	43
5	58
2	34
21	42
59	7
27	45
9	58
49	32
6	10
44	1
14	26
7	30
60	16
30	13
56	13
9	8
9	60
57	25
11	1
62	23
44	40
19	42
10	34
17	58
20	48
41	30
15	43
44	10
55	19
39	40
53	28
44	43
59	27
33	27
26	11
46	39
31	3
7	39
54	7
13	59
24	23
48	33
8	48
6	24
51	34
14	40
32	23
20	24
25	51
6	61
52	7
18	5
20	19
32	31
49	20
2	17
43	4
39	8
22	19
62	11
41	39
63	12
31	54
42	14
45	32
21	58
16	40
42	8
25	11
46	40
33	39
59	18
31	51
34	22
6	19
3	12
27	47
10	58
33	21
30	52
50	31
60	17
18	20
33	45
17	54
17	60
21	39
1	30
34	51
32	47
53	31
16	33
62	20
58	27
11	58
44	26
29	60
36	31
53	30
10	47
13	10
44	25
3	63
27	57
54	27
24	31
46	26
34	37
6	56
5	60
45	4
31	10
12	23
36	48
32	22
2	36
34	40
8	38
8	27
25	49
15	61
27	8
4	11
23	41
18	9
14	12
18	12
3	49
5	49
37	53
37	29
38	33
47	21
29	31
28	53
19	5
1	24
9	38
27	13
20	11
40	40
57	26
41	38
42	27
62	12
62	19
53	18
42	25
37	13
14	58
0	54
41	24
50	16
29	13
25	47
60	15
14	2
19	24
43	34
18	30
37	34
41	4
15	60
20	13
25	30
22	0
44	36
56	2
46	16
33	1
45	26
52	3
60	23
6	23
16	11
22	13
27	44
45	48
60	13
14	45
56	24
60	4
43	50
32	52
52	36
35	58
25	53
37	27
40	2
12	56
47	44
34	29
37	3
36	44
6	0
24	53
18	62
50	20
28	18
1	49
31	4
55	39
13	52
53	34
38	42
54	29
27	19
5	51
59	33
50	11
63	26
28	44
16	16
54	34
59	25
35	50
14	54
13	18
24	61
55	21
61	4
30	38
21	8
40	15
6	21
17	4
52	31
4	7
28	58
43	23
44	41
42	5
30	31
38	40
11	41
2	43
49	26
38	49
1	53
62	22
14	10
47	24
38	56
41	47
21	60
63	1
7	54
53	20
24	1
40	45
36	36
20	29
13	55
0	7
28	8
44	20
52	16
46	31
39	30
46	38
30	36
26	44
23	46
26	10
35	14
44	0
9	1
48	42
33	63
18	53
24	6
43	41
47	16
9	47
30	34
33	10
22	22
49	40
20	54
12	54
10	55
12	57
60	27
27	29
35	20
2	26
24	13
45	35
59	2
28	56
13	51
45	39
42	16
37	37
52	26
12	22
7	47
8	22
5	24
7	52
10	61
59	26
5	42
61	29
3	33
9	21
36	4
15	53
37	35
52	39
5	5
17	10
40	20
31	39
12	45
9	37
29	53
39	15
56	26
29	39
63	24
37	55
33	36
62	33
29	44
6	45
47	25
31	58
24	41
40	44
55	31
10	43
45	43
28	48
21	41
48	48
4	20
63	33
60	24
9	51
10	51
3	46
35	61
9	53
19	40
21	27
35	11
34	41
37	48
45	42
32	25
32	40
36	50
42	38
20	40
43	10
41	12
3	8
54	43
36	29
34	44
14	63
23	18
30	14
21	55
18	18
11	28
55	7
26	31
20	32
20	33
4	63
52	42
2	53
30	17
27	22
25	45
39	24
33	49
21	38
53	39
59	31
27	58
32	6
57	28
53	27
58	9
39	49
32	60
58	16
13	22
7	11
40	48
23	35
9	10
57	35
46	13
26	14
51	23
28	37
58	21
27	17
61	15
29	33
40	32
3	35
35	31
49	19
35	57
33	9
3	52
47	8
58	10
29	20
15	11
49	9
37	60
19	56
13	3
8	58
24	3
53	29
63	63
